timestamp,instance_id,instance_type,cpu_utilization,memory_utilization,disk_utilization,network_in_mb,network_out_mb,hour_of_day,day_of_week,is_business_hours,is_weekend,cpu_future,will_exceed_threshold
2025-11-19 12:44:55.813790,i-02f2d7ef,t2.medium,44.89,40.74,48.23,440.16,205.15,12,2,1,0,44.58,0
2025-11-19 12:49:55.813790,i-02f2d7ef,t2.medium,32.14,37.79,49.6,401.56,161.27,12,2,1,0,35.11,0
2025-11-19 12:54:55.813790,i-02f2d7ef,t2.medium,44.41,44.16,47.27,376.05,231.14,12,2,1,0,50.0,0
2025-11-19 12:59:55.813790,i-02f2d7ef,t2.medium,37.46,38.72,46.43,388.93,217.72,12,2,1,0,43.07,0
2025-11-19 13:04:55.813790,i-02f2d7ef,t2.medium,50.26,38.47,46.01,506.94,231.19,13,2,1,0,49.29,0
2025-11-19 13:09:55.813790,i-02f2d7ef,t2.medium,42.62,35.3,48.21,350.59,205.39,13,2,1,0,31.49,0
2025-11-19 13:14:55.813790,i-02f2d7ef,t2.medium,43.07,41.17,50.09,453.25,187.69,13,2,1,0,40.2,0
2025-11-19 13:19:55.813790,i-02f2d7ef,t2.medium,50.12,34.71,48.76,467.83,216.52,13,2,1,0,38.5,0
2025-11-19 13:24:55.813790,i-02f2d7ef,t2.medium,43.51,41.86,48.95,481.48,195.25,13,2,1,0,45.59,0
2025-11-19 13:29:55.813790,i-02f2d7ef,t2.medium,46.89,35.31,47.42,490.69,242.08,13,2,1,0,55.64,0
2025-11-19 13:34:55.813790,i-02f2d7ef,t2.medium,46.6,40.8,50.81,468.98,214.59,13,2,1,0,49.8,0
2025-11-19 13:39:55.813790,i-02f2d7ef,t2.medium,41.11,42.04,49.13,371.8,202.48,13,2,1,0,41.03,0
2025-11-19 13:44:55.813790,i-02f2d7ef,t2.medium,44.58,41.13,49.74,423.34,213.36,13,2,1,0,46.56,0
2025-11-19 13:49:55.813790,i-02f2d7ef,t2.medium,35.11,32.25,49.39,447.83,228.58,13,2,1,0,42.4,0
2025-11-19 13:54:55.813790,i-02f2d7ef,t2.medium,50.0,41.52,49.27,450.19,187.4,13,2,1,0,42.47,0
2025-11-19 13:59:55.813790,i-02f2d7ef,t2.medium,43.07,41.78,49.73,365.66,200.73,13,2,1,0,49.55,0
2025-11-19 14:04:55.813790,i-02f2d7ef,t2.medium,49.29,37.39,48.47,404.11,265.4,14,2,1,0,38.64,0
2025-11-19 14:09:55.813790,i-02f2d7ef,t2.medium,31.49,36.19,50.03,343.63,244.84,14,2,1,0,39.36,0
2025-11-19 14:14:55.813790,i-02f2d7ef,t2.medium,40.2,37.98,48.79,368.46,239.81,14,2,1,0,46.99,0
2025-11-19 14:19:55.813790,i-02f2d7ef,t2.medium,38.5,36.04,44.65,411.8,239.43,14,2,1,0,37.66,0
2025-11-19 14:24:55.813790,i-02f2d7ef,t2.medium,45.59,35.15,47.13,414.99,227.6,14,2,1,0,45.85,0
2025-11-19 14:29:55.813790,i-02f2d7ef,t2.medium,55.64,36.69,46.87,419.75,175.0,14,2,1,0,41.53,0
2025-11-19 14:34:55.813790,i-02f2d7ef,t2.medium,49.8,42.83,49.99,397.93,153.44,14,2,1,0,42.14,0
2025-11-19 14:39:55.813790,i-02f2d7ef,t2.medium,41.03,37.77,52.28,488.51,207.32,14,2,1,0,45.86,0
2025-11-19 14:44:55.813790,i-02f2d7ef,t2.medium,46.56,38.67,45.28,400.14,191.27,14,2,1,0,46.15,0
2025-11-19 14:49:55.813790,i-02f2d7ef,t2.medium,42.4,35.09,51.92,355.33,199.47,14,2,1,0,46.05,0
2025-11-19 14:54:55.813790,i-02f2d7ef,t2.medium,42.47,38.94,46.1,429.3,228.32,14,2,1,0,40.86,0
2025-11-19 14:59:55.813790,i-02f2d7ef,t2.medium,49.55,40.05,46.87,519.66,162.96,14,2,1,0,46.26,0
2025-11-19 15:04:55.813790,i-02f2d7ef,t2.medium,38.64,35.72,48.2,417.24,147.27,15,2,1,0,40.26,0
2025-11-19 15:09:55.813790,i-02f2d7ef,t2.medium,39.36,38.24,48.06,327.07,193.89,15,2,1,0,44.96,0
2025-11-19 15:14:55.813790,i-02f2d7ef,t2.medium,46.99,37.01,44.31,482.21,166.03,15,2,1,0,37.68,0
2025-11-19 15:19:55.813790,i-02f2d7ef,t2.medium,37.66,39.69,48.04,356.45,288.81,15,2,1,0,40.8,0
2025-11-19 15:24:55.813790,i-02f2d7ef,t2.medium,45.85,38.9,49.2,459.86,157.45,15,2,1,0,31.79,0
2025-11-19 15:29:55.813790,i-02f2d7ef,t2.medium,41.53,37.42,50.24,359.91,198.83,15,2,1,0,32.09,0
2025-11-19 15:34:55.813790,i-02f2d7ef,t2.medium,42.14,37.05,49.81,367.08,244.83,15,2,1,0,35.53,0
2025-11-19 15:39:55.813790,i-02f2d7ef,t2.medium,45.86,43.65,45.83,367.95,176.02,15,2,1,0,39.51,0
2025-11-19 15:44:55.813790,i-02f2d7ef,t2.medium,46.15,39.86,46.12,380.79,217.75,15,2,1,0,42.43,0
2025-11-19 15:49:55.813790,i-02f2d7ef,t2.medium,46.05,39.66,49.96,284.24,176.64,15,2,1,0,43.98,0
2025-11-19 15:54:55.813790,i-02f2d7ef,t2.medium,40.86,35.63,47.95,377.82,192.09,15,2,1,0,36.43,0
2025-11-19 15:59:55.813790,i-02f2d7ef,t2.medium,46.26,39.9,46.28,422.11,176.85,15,2,1,0,36.01,0
2025-11-19 16:04:55.813790,i-02f2d7ef,t2.medium,40.26,41.82,50.44,369.9,144.43,16,2,1,0,33.41,0
2025-11-19 16:09:55.813790,i-02f2d7ef,t2.medium,44.96,37.63,48.32,377.9,137.19,16,2,1,0,37.46,0
2025-11-19 16:14:55.813790,i-02f2d7ef,t2.medium,37.68,40.25,48.67,407.5,191.17,16,2,1,0,37.58,0
2025-11-19 16:19:55.813790,i-02f2d7ef,t2.medium,40.8,41.45,46.68,329.1,196.35,16,2,1,0,33.87,0
2025-11-19 16:24:55.813790,i-02f2d7ef,t2.medium,31.79,40.93,50.94,417.03,209.4,16,2,1,0,59.87,0
2025-11-19 16:29:55.813790,i-02f2d7ef,t2.medium,32.09,34.87,49.49,416.92,201.7,16,2,1,0,30.63,0
2025-11-19 16:34:55.813790,i-02f2d7ef,t2.medium,35.53,37.69,50.39,479.57,217.38,16,2,1,0,49.87,0
2025-11-19 16:39:55.813790,i-02f2d7ef,t2.medium,39.51,36.18,49.91,383.68,209.09,16,2,1,0,42.56,0
2025-11-19 16:44:55.813790,i-02f2d7ef,t2.medium,42.43,37.27,47.74,327.19,256.28,16,2,1,0,35.66,0
2025-11-19 16:49:55.813790,i-02f2d7ef,t2.medium,43.98,35.6,48.15,430.67,204.89,16,2,1,0,42.89,0
2025-11-19 16:54:55.813790,i-02f2d7ef,t2.medium,36.43,35.8,49.34,499.14,195.52,16,2,1,0,90.02,1
2025-11-19 16:59:55.813790,i-02f2d7ef,t2.medium,36.01,46.3,47.4,395.28,220.17,16,2,1,0,35.44,0
2025-11-19 17:04:55.813790,i-02f2d7ef,t2.medium,33.41,43.02,46.71,328.82,202.55,17,2,1,0,58.75,0
2025-11-19 17:09:55.813790,i-02f2d7ef,t2.medium,37.46,38.51,44.68,419.14,220.13,17,2,1,0,40.11,0
2025-11-19 17:14:55.813790,i-02f2d7ef,t2.medium,37.58,39.17,44.98,413.15,166.43,17,2,1,0,39.18,0
2025-11-19 17:19:55.813790,i-02f2d7ef,t2.medium,33.87,46.85,48.92,314.1,143.95,17,2,1,0,77.35,1
2025-11-19 17:24:55.813790,i-02f2d7ef,t2.medium,59.87,42.28,50.58,464.34,172.09,17,2,1,0,41.18,0
2025-11-19 17:29:55.813790,i-02f2d7ef,t2.medium,30.63,34.89,49.4,324.51,218.39,17,2,1,0,40.4,0
2025-11-19 17:34:55.813790,i-02f2d7ef,t2.medium,49.87,40.02,45.99,264.25,183.11,17,2,1,0,33.2,0
2025-11-19 17:39:55.813790,i-02f2d7ef,t2.medium,42.56,43.59,47.03,378.8,182.11,17,2,1,0,35.87,0
2025-11-19 17:44:55.813790,i-02f2d7ef,t2.medium,35.66,41.04,47.04,341.62,143.81,17,2,1,0,29.65,0
2025-11-19 17:49:55.813790,i-02f2d7ef,t2.medium,42.89,39.61,48.27,349.13,205.57,17,2,1,0,32.2,0
2025-11-19 17:54:55.813790,i-02f2d7ef,t2.medium,90.02,40.23,48.54,334.84,147.56,17,2,1,0,31.37,0
2025-11-19 17:59:55.813790,i-02f2d7ef,t2.medium,35.44,42.94,49.15,340.31,211.77,17,2,1,0,47.86,0
2025-11-19 18:04:55.813790,i-02f2d7ef,t2.medium,58.75,42.93,47.48,306.89,131.86,18,2,1,0,9.15,0
2025-11-19 18:09:55.813790,i-02f2d7ef,t2.medium,40.11,36.75,50.75,322.7,169.12,18,2,1,0,18.55,0
2025-11-19 18:14:55.813790,i-02f2d7ef,t2.medium,39.18,39.62,46.86,378.13,229.52,18,2,1,0,6.43,0
2025-11-19 18:19:55.813790,i-02f2d7ef,t2.medium,77.35,38.64,50.59,408.76,175.12,18,2,1,0,5.89,0
2025-11-19 18:24:55.813790,i-02f2d7ef,t2.medium,41.18,36.4,49.5,303.45,152.79,18,2,1,0,28.9,0
2025-11-19 18:29:55.813790,i-02f2d7ef,t2.medium,40.4,36.66,49.22,293.55,198.76,18,2,1,0,11.36,0
2025-11-19 18:34:55.813790,i-02f2d7ef,t2.medium,33.2,40.76,45.58,322.17,161.15,18,2,1,0,11.04,0
2025-11-19 18:39:55.813790,i-02f2d7ef,t2.medium,35.87,41.57,51.57,352.89,132.77,18,2,1,0,15.89,0
2025-11-19 18:44:55.813790,i-02f2d7ef,t2.medium,29.65,37.67,51.34,266.98,255.85,18,2,1,0,14.62,0
2025-11-19 18:49:55.813790,i-02f2d7ef,t2.medium,32.2,37.57,48.13,395.83,175.04,18,2,1,0,6.27,0
2025-11-19 18:54:55.813790,i-02f2d7ef,t2.medium,31.37,40.95,46.09,379.6,153.44,18,2,1,0,14.8,0
2025-11-19 18:59:55.813790,i-02f2d7ef,t2.medium,47.86,41.77,49.47,337.91,110.14,18,2,1,0,11.73,0
2025-11-19 19:04:55.813790,i-02f2d7ef,t2.medium,9.15,34.33,48.75,94.78,32.67,19,2,0,0,13.67,0
2025-11-19 19:09:55.813790,i-02f2d7ef,t2.medium,18.55,32.19,50.88,181.99,101.71,19,2,0,0,17.95,0
2025-11-19 19:14:55.813790,i-02f2d7ef,t2.medium,6.43,42.23,49.81,86.87,71.34,19,2,0,0,14.86,0
2025-11-19 19:19:55.813790,i-02f2d7ef,t2.medium,5.89,41.68,50.15,65.52,86.69,19,2,0,0,17.05,0
2025-11-19 19:24:55.813790,i-02f2d7ef,t2.medium,28.9,39.14,51.56,168.43,78.47,19,2,0,0,8.51,0
2025-11-19 19:29:55.813790,i-02f2d7ef,t2.medium,11.36,39.98,44.04,167.28,128.98,19,2,0,0,18.52,0
2025-11-19 19:34:55.813790,i-02f2d7ef,t2.medium,11.04,39.23,49.19,117.86,106.79,19,2,0,0,21.79,0
2025-11-19 19:39:55.813790,i-02f2d7ef,t2.medium,15.89,40.58,47.96,172.83,101.36,19,2,0,0,13.14,0
2025-11-19 19:44:55.813790,i-02f2d7ef,t2.medium,14.62,41.19,50.14,114.97,82.27,19,2,0,0,17.72,0
2025-11-19 19:49:55.813790,i-02f2d7ef,t2.medium,6.27,39.29,51.56,87.41,72.44,19,2,0,0,5.57,0
2025-11-19 19:54:55.813790,i-02f2d7ef,t2.medium,14.8,33.86,46.92,15.2,37.21,19,2,0,0,7.24,0
2025-11-19 19:59:55.813790,i-02f2d7ef,t2.medium,11.73,39.85,48.94,104.51,26.3,19,2,0,0,9.23,0
2025-11-19 20:04:55.813790,i-02f2d7ef,t2.medium,13.67,37.99,47.09,27.83,24.46,20,2,0,0,11.78,0
2025-11-19 20:09:55.813790,i-02f2d7ef,t2.medium,17.95,33.85,49.08,155.56,73.38,20,2,0,0,7.14,0
2025-11-19 20:14:55.813790,i-02f2d7ef,t2.medium,14.86,38.5,48.19,139.85,32.4,20,2,0,0,14.84,0
2025-11-19 20:19:55.813790,i-02f2d7ef,t2.medium,17.05,41.48,47.94,151.48,20.8,20,2,0,0,12.42,0
2025-11-19 20:24:55.813790,i-02f2d7ef,t2.medium,8.51,38.51,47.87,168.68,64.09,20,2,0,0,9.0,0
2025-11-19 20:29:55.813790,i-02f2d7ef,t2.medium,18.52,39.65,49.43,56.77,54.49,20,2,0,0,16.36,0
2025-11-19 20:34:55.813790,i-02f2d7ef,t2.medium,21.79,39.62,46.83,146.58,26.14,20,2,0,0,17.37,0
2025-11-19 20:39:55.813790,i-02f2d7ef,t2.medium,13.14,38.31,46.25,110.27,32.34,20,2,0,0,29.13,0
2025-11-19 20:44:55.813790,i-02f2d7ef,t2.medium,17.72,40.69,46.23,247.3,95.04,20,2,0,0,13.11,0
2025-11-19 20:49:55.813790,i-02f2d7ef,t2.medium,5.57,43.25,46.26,151.6,93.38,20,2,0,0,10.94,0
2025-11-19 20:54:55.813790,i-02f2d7ef,t2.medium,7.24,41.56,50.23,18.95,108.75,20,2,0,0,20.07,0
2025-11-19 20:59:55.813790,i-02f2d7ef,t2.medium,9.23,31.86,50.04,125.62,67.71,20,2,0,0,8.68,0
2025-11-19 21:04:55.813790,i-02f2d7ef,t2.medium,11.78,36.94,49.47,74.88,89.41,21,2,0,0,19.55,0
2025-11-19 21:09:55.813790,i-02f2d7ef,t2.medium,7.14,34.49,48.96,151.8,80.72,21,2,0,0,12.98,0
2025-11-19 21:14:55.813790,i-02f2d7ef,t2.medium,14.84,37.94,49.35,106.35,83.9,21,2,0,0,12.07,0
2025-11-19 21:19:55.813790,i-02f2d7ef,t2.medium,12.42,33.47,48.13,99.58,81.29,21,2,0,0,21.59,0
2025-11-19 21:24:55.813790,i-02f2d7ef,t2.medium,9.0,40.89,48.78,84.65,92.18,21,2,0,0,5.34,0
2025-11-19 21:29:55.813790,i-02f2d7ef,t2.medium,16.36,38.52,47.31,166.3,36.24,21,2,0,0,18.02,0
2025-11-19 21:34:55.813790,i-02f2d7ef,t2.medium,17.37,40.19,45.53,115.87,80.97,21,2,0,0,14.79,0
2025-11-19 21:39:55.813790,i-02f2d7ef,t2.medium,29.13,41.58,51.02,44.07,77.97,21,2,0,0,12.49,0
2025-11-19 21:44:55.813790,i-02f2d7ef,t2.medium,13.11,37.5,51.66,129.67,69.27,21,2,0,0,8.62,0
2025-11-19 21:49:55.813790,i-02f2d7ef,t2.medium,10.94,39.13,52.25,70.85,65.97,21,2,0,0,6.6,0
2025-11-19 21:54:55.813790,i-02f2d7ef,t2.medium,20.07,40.53,50.45,89.37,99.52,21,2,0,0,8.23,0
2025-11-19 21:59:55.813790,i-02f2d7ef,t2.medium,8.68,38.05,50.76,113.24,16.93,21,2,0,0,11.85,0
2025-11-19 22:04:55.813790,i-02f2d7ef,t2.medium,19.55,44.5,53.8,104.56,55.71,22,2,0,0,6.06,0
2025-11-19 22:09:55.813790,i-02f2d7ef,t2.medium,12.98,36.61,47.64,68.69,37.15,22,2,0,0,13.59,0
2025-11-19 22:14:55.813790,i-02f2d7ef,t2.medium,12.07,34.33,47.63,31.7,92.25,22,2,0,0,13.18,0
2025-11-19 22:19:55.813790,i-02f2d7ef,t2.medium,21.59,36.14,47.38,88.62,93.43,22,2,0,0,15.32,0
2025-11-19 22:24:55.813790,i-02f2d7ef,t2.medium,5.34,42.6,51.28,90.43,71.57,22,2,0,0,10.66,0
2025-11-19 22:29:55.813790,i-02f2d7ef,t2.medium,18.02,38.74,46.16,162.93,29.92,22,2,0,0,7.21,0
2025-11-19 22:34:55.813790,i-02f2d7ef,t2.medium,14.79,32.33,46.61,103.24,65.68,22,2,0,0,10.43,0
2025-11-19 22:39:55.813790,i-02f2d7ef,t2.medium,12.49,40.78,49.85,76.96,45.22,22,2,0,0,10.72,0
2025-11-19 22:44:55.813790,i-02f2d7ef,t2.medium,8.62,47.25,51.44,162.14,67.39,22,2,0,0,8.23,0
2025-11-19 22:49:55.813790,i-02f2d7ef,t2.medium,6.6,36.33,48.6,51.55,51.84,22,2,0,0,4.13,0
2025-11-19 22:54:55.813790,i-02f2d7ef,t2.medium,8.23,40.43,52.81,63.22,37.29,22,2,0,0,12.41,0
2025-11-19 22:59:55.813790,i-02f2d7ef,t2.medium,11.85,32.03,47.55,153.5,67.5,22,2,0,0,8.55,0
2025-11-19 23:04:55.813790,i-02f2d7ef,t2.medium,6.06,39.95,50.15,13.56,52.34,23,2,0,0,11.45,0
2025-11-19 23:09:55.813790,i-02f2d7ef,t2.medium,13.59,41.72,49.24,51.35,62.92,23,2,0,0,12.73,0
2025-11-19 23:14:55.813790,i-02f2d7ef,t2.medium,13.18,41.33,50.29,70.64,85.73,23,2,0,0,12.14,0
2025-11-19 23:19:55.813790,i-02f2d7ef,t2.medium,15.32,38.7,47.13,175.39,77.4,23,2,0,0,8.98,0
2025-11-19 23:24:55.813790,i-02f2d7ef,t2.medium,10.66,40.29,51.58,90.07,104.14,23,2,0,0,15.24,0
2025-11-19 23:29:55.813790,i-02f2d7ef,t2.medium,7.21,43.09,44.74,111.59,94.68,23,2,0,0,18.81,0
2025-11-19 23:34:55.813790,i-02f2d7ef,t2.medium,10.43,38.74,51.31,59.75,55.22,23,2,0,0,6.93,0
2025-11-19 23:39:55.813790,i-02f2d7ef,t2.medium,10.72,36.65,48.47,125.37,61.17,23,2,0,0,10.86,0
2025-11-19 23:44:55.813790,i-02f2d7ef,t2.medium,8.23,37.66,47.7,67.56,34.4,23,2,0,0,7.36,0
2025-11-19 23:49:55.813790,i-02f2d7ef,t2.medium,4.13,40.87,49.55,159.67,55.18,23,2,0,0,12.29,0
2025-11-19 23:54:55.813790,i-02f2d7ef,t2.medium,12.41,44.4,54.02,209.22,0.0,23,2,0,0,14.85,0
2025-11-19 23:59:55.813790,i-02f2d7ef,t2.medium,8.55,35.32,47.89,95.78,74.65,23,2,0,0,17.94,0
2025-11-20 00:04:55.813790,i-02f2d7ef,t2.medium,11.45,40.86,48.68,108.63,43.41,0,3,0,0,15.61,0
2025-11-20 00:09:55.813790,i-02f2d7ef,t2.medium,12.73,44.51,47.48,131.44,24.52,0,3,0,0,10.15,0
2025-11-20 00:14:55.813790,i-02f2d7ef,t2.medium,12.14,35.87,49.9,68.77,58.15,0,3,0,0,14.47,0
2025-11-20 00:19:55.813790,i-02f2d7ef,t2.medium,8.98,39.36,49.17,156.36,88.2,0,3,0,0,30.97,0
2025-11-20 00:24:55.813790,i-02f2d7ef,t2.medium,15.24,40.04,45.2,117.25,0.0,0,3,0,0,13.35,0
2025-11-20 00:29:55.813790,i-02f2d7ef,t2.medium,18.81,41.47,46.51,139.02,52.04,0,3,0,0,16.93,0
2025-11-20 00:34:55.813790,i-02f2d7ef,t2.medium,6.93,36.62,49.19,125.06,53.39,0,3,0,0,9.8,0
2025-11-20 00:39:55.813790,i-02f2d7ef,t2.medium,10.86,38.88,46.3,115.59,94.4,0,3,0,0,11.12,0
2025-11-20 00:44:55.813790,i-02f2d7ef,t2.medium,7.36,36.48,51.06,130.06,15.61,0,3,0,0,17.16,0
2025-11-20 00:49:55.813790,i-02f2d7ef,t2.medium,12.29,36.67,49.39,34.57,21.86,0,3,0,0,18.53,0
2025-11-20 00:54:55.813790,i-02f2d7ef,t2.medium,14.85,33.49,45.58,70.66,47.5,0,3,0,0,9.8,0
2025-11-20 00:59:55.813790,i-02f2d7ef,t2.medium,17.94,39.94,49.37,114.74,92.62,0,3,0,0,12.66,0
2025-11-20 01:04:55.813790,i-02f2d7ef,t2.medium,15.61,37.95,50.19,83.43,1.54,1,3,0,0,10.76,0
2025-11-20 01:09:55.813790,i-02f2d7ef,t2.medium,10.15,41.32,49.19,132.95,95.41,1,3,0,0,9.58,0
2025-11-20 01:14:55.813790,i-02f2d7ef,t2.medium,14.47,42.06,50.94,115.26,20.39,1,3,0,0,8.18,0
2025-11-20 01:19:55.813790,i-02f2d7ef,t2.medium,30.97,36.6,46.98,196.06,48.09,1,3,0,0,17.12,0
2025-11-20 01:24:55.813790,i-02f2d7ef,t2.medium,13.35,38.41,51.01,131.02,47.84,1,3,0,0,13.87,0
2025-11-20 01:29:55.813790,i-02f2d7ef,t2.medium,16.93,39.66,49.69,6.75,36.46,1,3,0,0,13.86,0
2025-11-20 01:34:55.813790,i-02f2d7ef,t2.medium,9.8,38.66,50.12,137.04,74.52,1,3,0,0,8.1,0
2025-11-20 01:39:55.813790,i-02f2d7ef,t2.medium,11.12,36.77,50.68,168.06,8.82,1,3,0,0,1.94,0
2025-11-20 01:44:55.813790,i-02f2d7ef,t2.medium,17.16,36.27,49.31,122.25,76.21,1,3,0,0,15.77,0
2025-11-20 01:49:55.813790,i-02f2d7ef,t2.medium,18.53,35.06,46.62,17.93,95.65,1,3,0,0,18.19,0
2025-11-20 01:54:55.813790,i-02f2d7ef,t2.medium,9.8,35.39,47.23,173.41,51.65,1,3,0,0,11.28,0
2025-11-20 01:59:55.813790,i-02f2d7ef,t2.medium,12.66,35.49,52.71,164.84,51.1,1,3,0,0,16.08,0
2025-11-20 02:04:55.813790,i-02f2d7ef,t2.medium,10.76,40.15,50.66,71.6,90.4,2,3,0,0,19.14,0
2025-11-20 02:09:55.813790,i-02f2d7ef,t2.medium,9.58,37.64,51.61,60.45,88.7,2,3,0,0,14.8,0
2025-11-20 02:14:55.813790,i-02f2d7ef,t2.medium,8.18,44.33,50.2,129.09,63.85,2,3,0,0,10.94,0
2025-11-20 02:19:55.813790,i-02f2d7ef,t2.medium,17.12,39.57,47.0,68.96,72.89,2,3,0,0,8.97,0
2025-11-20 02:24:55.813790,i-02f2d7ef,t2.medium,13.87,38.66,48.15,79.82,26.23,2,3,0,0,13.36,0
2025-11-20 02:29:55.813790,i-02f2d7ef,t2.medium,13.86,37.09,47.38,191.52,53.65,2,3,0,0,16.13,0
2025-11-20 02:34:55.813790,i-02f2d7ef,t2.medium,8.1,40.13,44.47,193.53,65.93,2,3,0,0,9.89,0
2025-11-20 02:39:55.813790,i-02f2d7ef,t2.medium,1.94,35.39,48.74,128.13,82.64,2,3,0,0,12.84,0
2025-11-20 02:44:55.813790,i-02f2d7ef,t2.medium,15.77,36.93,50.42,160.59,71.24,2,3,0,0,6.8,0
2025-11-20 02:49:55.813790,i-02f2d7ef,t2.medium,18.19,39.72,44.48,145.88,44.75,2,3,0,0,8.77,0
2025-11-20 02:54:55.813790,i-02f2d7ef,t2.medium,11.28,40.22,49.61,137.42,73.19,2,3,0,0,10.66,0
2025-11-20 02:59:55.813790,i-02f2d7ef,t2.medium,16.08,36.83,47.12,165.83,63.12,2,3,0,0,4.56,0
2025-11-20 03:04:55.813790,i-02f2d7ef,t2.medium,19.14,41.2,49.75,162.77,70.32,3,3,0,0,15.17,0
2025-11-20 03:09:55.813790,i-02f2d7ef,t2.medium,14.8,39.28,49.01,160.5,75.47,3,3,0,0,9.76,0
2025-11-20 03:14:55.813790,i-02f2d7ef,t2.medium,10.94,40.73,50.53,59.08,56.96,3,3,0,0,17.38,0
2025-11-20 03:19:55.813790,i-02f2d7ef,t2.medium,8.97,36.69,45.38,93.77,28.59,3,3,0,0,22.32,0
2025-11-20 03:24:55.813790,i-02f2d7ef,t2.medium,13.36,40.99,50.27,170.57,128.2,3,3,0,0,13.63,0
2025-11-20 03:29:55.813790,i-02f2d7ef,t2.medium,16.13,41.78,48.78,187.91,40.51,3,3,0,0,13.44,0
2025-11-20 03:34:55.813790,i-02f2d7ef,t2.medium,9.89,38.49,48.56,90.13,74.59,3,3,0,0,7.67,0
2025-11-20 03:39:55.813790,i-02f2d7ef,t2.medium,12.84,32.67,53.38,129.41,45.36,3,3,0,0,10.83,0
2025-11-20 03:44:55.813790,i-02f2d7ef,t2.medium,6.8,35.93,46.86,120.84,79.41,3,3,0,0,23.31,0
2025-11-20 03:49:55.813790,i-02f2d7ef,t2.medium,8.77,32.66,50.92,88.1,80.81,3,3,0,0,8.46,0
2025-11-20 03:54:55.813790,i-02f2d7ef,t2.medium,10.66,36.52,46.84,138.12,40.54,3,3,0,0,14.27,0
2025-11-20 03:59:55.813790,i-02f2d7ef,t2.medium,4.56,41.93,45.75,52.01,34.05,3,3,0,0,19.57,0
2025-11-20 04:04:55.813790,i-02f2d7ef,t2.medium,15.17,38.72,49.82,21.9,62.18,4,3,0,0,11.81,0
2025-11-20 04:09:55.813790,i-02f2d7ef,t2.medium,9.76,41.01,45.29,84.72,61.65,4,3,0,0,11.08,0
2025-11-20 04:14:55.813790,i-02f2d7ef,t2.medium,17.38,36.84,50.33,96.48,43.61,4,3,0,0,9.48,0
2025-11-20 04:19:55.813790,i-02f2d7ef,t2.medium,22.32,40.12,48.53,174.47,87.54,4,3,0,0,9.45,0
2025-11-20 04:24:55.813790,i-02f2d7ef,t2.medium,13.63,37.03,49.13,157.79,37.67,4,3,0,0,9.47,0
